frame.number,frame.time,ip.src,ip.dst,tcp.port,frame.len
"351","Oct 22, 2017 12:46:50.555713000 CEST",,,"80","94"
"352","Oct 22, 2017 12:46:50.555797000 CEST",,,"58020","86"
"353","Oct 22, 2017 12:46:50.987477000 CEST","192.168.1.142","93.184.220.29","35402","505"
"354","Oct 22, 2017 12:46:50.997939000 CEST","93.184.220.29","192.168.1.142","80","854"
"355","Oct 22, 2017 12:46:50.998037000 CEST","192.168.1.142","93.184.220.29","35402","66"
"356","Oct 22, 2017 12:46:52.024305000 CEST",,,"50108","86"
"357","Oct 22, 2017 12:46:52.053807000 CEST",,,"80","86"
"358","Oct 22, 2017 12:46:52.053902000 CEST",,,"50108","86"
"359","Oct 22, 2017 12:46:52.647472000 CEST",,,"80","86"
"360","Oct 22, 2017 12:46:52.647771000 CEST",,,"58020","86"
"361","Oct 22, 2017 12:46:52.748922000 CEST",,,"80","86"
"362","Oct 22, 2017 12:46:53.025127000 CEST","192.168.1.142","93.184.220.29","35426","66"
"363","Oct 22, 2017 12:46:53.036723000 CEST","93.184.220.29","192.168.1.142","80","66"
"364","Oct 22, 2017 12:46:53.036804000 CEST","192.168.1.142","93.184.220.29","35426","66"
"365","Oct 22, 2017 12:46:53.851261000 CEST","188.121.36.239","192.168.1.142","80","54"
"366","Oct 22, 2017 12:46:54.331067000 CEST","188.121.36.239","192.168.1.142","80","54"
"367","Oct 22, 2017 12:46:55.028018000 CEST","192.168.1.142","188.121.36.239","60294","66"
"368","Oct 22, 2017 12:46:55.040033000 CEST","188.121.36.239","192.168.1.142","80","66"
"369","Oct 22, 2017 12:46:55.040155000 CEST","192.168.1.142","188.121.36.239","60294","66"
"370","Oct 22, 2017 12:46:56.538475000 CEST",,,"50104","86"
"371","Oct 22, 2017 12:46:56.538548000 CEST",,,"50106","86"
"372","Oct 22, 2017 12:46:56.542811000 CEST",,,"80","86"
"373","Oct 22, 2017 12:46:56.542984000 CEST",,,"80","86"
"374","Oct 22, 2017 12:46:57.613577000 CEST",,,"50046","86"
"375","Oct 22, 2017 12:46:57.617492000 CEST",,,"80","86"
"376","Oct 22, 2017 12:46:57.626492000 CEST",,,"50048","86"
"377","Oct 22, 2017 12:46:57.629862000 CEST",,,"80","86"
"378","Oct 22, 2017 12:46:58.074603000 CEST",,,"55062","86"
"379","Oct 22, 2017 12:46:58.080256000 CEST",,,"80","86"
"380","Oct 22, 2017 12:46:58.082576000 CEST",,,"50210","86"
"381","Oct 22, 2017 12:46:58.083510000 CEST",,,"50208","86"
"382","Oct 22, 2017 12:46:58.090006000 CEST",,,"80","86"
"383","Oct 22, 2017 12:46:58.090366000 CEST",,,"80","86"
"384","Oct 22, 2017 12:46:58.138697000 CEST",,,"59410","86"
"385","Oct 22, 2017 12:46:58.138744000 CEST",,,"59412","86"
"386","Oct 22, 2017 12:46:58.150937000 CEST",,,"80","86"
"387","Oct 22, 2017 12:46:58.151040000 CEST",,,"80","86"
"388","Oct 22, 2017 12:46:58.330495000 CEST",,,"50050","86"
"389","Oct 22, 2017 12:46:58.334848000 CEST",,,"80","86"
"390","Oct 22, 2017 12:46:58.586513000 CEST",,,"59420","86"
"391","Oct 22, 2017 12:46:58.586588000 CEST",,,"59422","86"
"392","Oct 22, 2017 12:46:58.597262000 CEST",,,"80","86"
"393","Oct 22, 2017 12:46:58.597473000 CEST",,,"80","86"
"394","Oct 22, 2017 12:46:58.842535000 CEST",,,"59408","86"
"395","Oct 22, 2017 12:46:58.854662000 CEST",,,"80","86"
"396","Oct 22, 2017 12:46:59.098586000 CEST",,,"59406","86"
"397","Oct 22, 2017 12:46:59.109846000 CEST",,,"80","86"
"398","Oct 22, 2017 12:46:59.331317000 CEST","188.121.36.239","192.168.1.142","80","54"
"399","Oct 22, 2017 12:46:59.610541000 CEST","192.168.1.142","2.16.100.137","48012","66"
"400","Oct 22, 2017 12:46:59.610590000 CEST",,,"50036","86"
"401","Oct 22, 2017 12:46:59.610632000 CEST","192.168.1.142","52.85.182.125","33936","66"
"402","Oct 22, 2017 12:46:59.610738000 CEST","192.168.1.142","2.16.100.137","48014","66"
"403","Oct 22, 2017 12:46:59.616563000 CEST","2.16.100.137","192.168.1.142","80","66"
"404","Oct 22, 2017 12:46:59.617566000 CEST",,,"80","86"
"405","Oct 22, 2017 12:46:59.617650000 CEST","2.16.100.137","192.168.1.142","80","66"
"406","Oct 22, 2017 12:46:59.626122000 CEST","52.85.182.125","192.168.1.142","80","66"
"407","Oct 22, 2017 12:46:59.802629000 CEST","192.168.1.142","93.184.220.29","35396","66"
"408","Oct 22, 2017 12:46:59.817012000 CEST","93.184.220.29","192.168.1.142","80","66"
"409","Oct 22, 2017 12:47:01.018543000 CEST","192.168.1.142","93.184.220.29","35402","66"
"410","Oct 22, 2017 12:47:01.029200000 CEST","93.184.220.29","192.168.1.142","80","66"
"411","Oct 22, 2017 12:47:02.451341000 CEST",,,"50048","520"
"412","Oct 22, 2017 12:47:02.455361000 CEST",,,"80","1506"
"413","Oct 22, 2017 12:47:02.455495000 CEST",,,"80","631"
"414","Oct 22, 2017 12:47:02.455561000 CEST",,,"50048","86"
"415","Oct 22, 2017 12:47:03.519252000 CEST",,,"50046","520"
"416","Oct 22, 2017 12:47:03.522233000 CEST",,,"50050","520"
"417","Oct 22, 2017 12:47:03.523182000 CEST",,,"50036","520"
"418","Oct 22, 2017 12:47:03.528800000 CEST",,,"80","1506"
"419","Oct 22, 2017 12:47:03.528897000 CEST",,,"50046","86"
"420","Oct 22, 2017 12:47:03.528969000 CEST",,,"80","631"
"421","Oct 22, 2017 12:47:03.529020000 CEST",,,"50046","86"
"422","Oct 22, 2017 12:47:03.531761000 CEST",,,"80","1506"
"423","Oct 22, 2017 12:47:03.531928000 CEST",,,"80","631"
"424","Oct 22, 2017 12:47:03.531994000 CEST",,,"50036","86"
"425","Oct 22, 2017 12:47:03.533439000 CEST",,,"80","1506"
"426","Oct 22, 2017 12:47:03.533544000 CEST",,,"50050","86"
"427","Oct 22, 2017 12:47:03.533618000 CEST",,,"80","631"
"428","Oct 22, 2017 12:47:03.533662000 CEST",,,"50050","86"
"429","Oct 22, 2017 12:47:04.109256000 CEST",,,"59408","521"
"430","Oct 22, 2017 12:47:04.158518000 CEST",,,"80","832"
"431","Oct 22, 2017 12:47:04.158634000 CEST",,,"59408","86"
"432","Oct 22, 2017 12:47:04.864553000 CEST",,,"59410","523"
"433","Oct 22, 2017 12:47:04.908444000 CEST",,,"80","832"
"434","Oct 22, 2017 12:47:04.908547000 CEST",,,"59410","86"
"435","Oct 22, 2017 12:47:06.778494000 CEST",,,"50104","86"
"436","Oct 22, 2017 12:47:06.778566000 CEST",,,"50106","86"
"437","Oct 22, 2017 12:47:06.784121000 CEST",,,"80","86"
"438","Oct 22, 2017 12:47:06.784257000 CEST",,,"80","86"
"439","Oct 22, 2017 12:47:08.314484000 CEST",,,"55062","86"
"440","Oct 22, 2017 12:47:08.314638000 CEST",,,"59412","86"
"441","Oct 22, 2017 12:47:08.314691000 CEST",,,"50210","86"
"442","Oct 22, 2017 12:47:08.314710000 CEST",,,"50208","86"
"443","Oct 22, 2017 12:47:08.319716000 CEST",,,"80","86"
"444","Oct 22, 2017 12:47:08.327300000 CEST",,,"80","86"
"445","Oct 22, 2017 12:47:08.327390000 CEST",,,"80","86"
"446","Oct 22, 2017 12:47:08.328977000 CEST",,,"80","86"
"447","Oct 22, 2017 12:47:08.826548000 CEST",,,"59420","86"
"448","Oct 22, 2017 12:47:08.826684000 CEST",,,"59422","86"
"449","Oct 22, 2017 12:47:08.837120000 CEST",,,"80","86"
"450","Oct 22, 2017 12:47:08.843006000 CEST",,,"80","86"
"451","Oct 22, 2017 12:47:09.338599000 CEST",,,"59406","86"
"452","Oct 22, 2017 12:47:09.349287000 CEST",,,"80","86"
"453","Oct 22, 2017 12:47:09.850521000 CEST","192.168.1.142","93.184.220.29","35396","66"
"454","Oct 22, 2017 12:47:09.850615000 CEST","192.168.1.142","52.85.182.125","33936","66"
"455","Oct 22, 2017 12:47:09.851001000 CEST","192.168.1.142","2.16.100.137","48012","66"
"456","Oct 22, 2017 12:47:09.851025000 CEST","192.168.1.142","2.16.100.137","48014","66"
"457","Oct 22, 2017 12:47:09.854827000 CEST","2.16.100.137","192.168.1.142","80","66"
"458","Oct 22, 2017 12:47:09.857566000 CEST","2.16.100.137","192.168.1.142","80","66"
"459","Oct 22, 2017 12:47:09.861084000 CEST","93.184.220.29","192.168.1.142","80","66"
"460","Oct 22, 2017 12:47:09.861236000 CEST","52.85.182.125","192.168.1.142","80","66"
"461","Oct 22, 2017 12:47:11.386814000 CEST","192.168.1.142","93.184.220.29","35402","66"
"462","Oct 22, 2017 12:47:11.427691000 CEST","93.184.220.29","192.168.1.142","80","66"
"463","Oct 22, 2017 12:47:12.922598000 CEST",,,"50048","86"
"464","Oct 22, 2017 12:47:12.928109000 CEST",,,"80","86"
"465","Oct 22, 2017 12:47:13.562460000 CEST",,,"50036","86"
"466","Oct 22, 2017 12:47:13.566856000 CEST",,,"80","86"
"467","Oct 22, 2017 12:47:13.946453000 CEST",,,"50050","86"
"468","Oct 22, 2017 12:47:13.946539000 CEST",,,"50046","86"
"469","Oct 22, 2017 12:47:13.952149000 CEST",,,"80","86"
"470","Oct 22, 2017 12:47:13.952387000 CEST",,,"80","86"
"471","Oct 22, 2017 12:47:14.458467000 CEST",,,"59408","86"
"472","Oct 22, 2017 12:47:14.469583000 CEST",,,"80","86"
"473","Oct 22, 2017 12:47:14.971571000 CEST",,,"59410","86"
"474","Oct 22, 2017 12:47:14.981516000 CEST",,,"80","86"
"475","Oct 22, 2017 12:47:17.018485000 CEST",,,"50104","86"
"476","Oct 22, 2017 12:47:17.018576000 CEST",,,"50106","86"
"477","Oct 22, 2017 12:47:17.024348000 CEST",,,"80","86"
"478","Oct 22, 2017 12:47:17.024591000 CEST",,,"80","86"
"479","Oct 22, 2017 12:47:18.042464000 CEST","192.168.1.142","50.19.219.11","60124","66"
"480","Oct 22, 2017 12:47:18.140519000 CEST","50.19.219.11","192.168.1.142","80","54"
"481","Oct 22, 2017 12:47:18.554601000 CEST",,,"55062","86"
"482","Oct 22, 2017 12:47:18.554654000 CEST",,,"50210","86"
"483","Oct 22, 2017 12:47:18.554692000 CEST",,,"50208","86"
"484","Oct 22, 2017 12:47:18.554720000 CEST",,,"59412","86"
"485","Oct 22, 2017 12:47:18.560012000 CEST",,,"80","86"
"486","Oct 22, 2017 12:47:18.560252000 CEST",,,"80","86"
"487","Oct 22, 2017 12:47:18.560339000 CEST",,,"80","86"
"488","Oct 22, 2017 12:47:18.565532000 CEST",,,"80","86"
"489","Oct 22, 2017 12:47:19.066457000 CEST",,,"59420","86"
"490","Oct 22, 2017 12:47:19.066548000 CEST",,,"59422","86"
"491","Oct 22, 2017 12:47:19.077475000 CEST",,,"80","86"
"492","Oct 22, 2017 12:47:19.082202000 CEST",,,"80","86"
"493","Oct 22, 2017 12:47:19.578466000 CEST",,,"59406","86"
"494","Oct 22, 2017 12:47:19.590187000 CEST",,,"80","86"
"495","Oct 22, 2017 12:47:20.090599000 CEST","192.168.1.142","93.184.220.29","35396","66"
"496","Oct 22, 2017 12:47:20.090744000 CEST","192.168.1.142","52.85.182.125","33936","66"
"497","Oct 22, 2017 12:47:20.090761000 CEST","192.168.1.142","2.16.100.137","48012","66"
"498","Oct 22, 2017 12:47:20.090797000 CEST","192.168.1.142","2.16.100.137","48014","66"
"499","Oct 22, 2017 12:47:20.096079000 CEST","2.16.100.137","192.168.1.142","80","66"
"500","Oct 22, 2017 12:47:20.097607000 CEST","2.16.100.137","192.168.1.142","80","66"
"501","Oct 22, 2017 12:47:20.101043000 CEST","93.184.220.29","192.168.1.142","80","66"
"502","Oct 22, 2017 12:47:20.101280000 CEST","52.85.182.125","192.168.1.142","80","66"
"503","Oct 22, 2017 12:47:21.626588000 CEST","192.168.1.142","93.184.220.29","35402","66"
"504","Oct 22, 2017 12:47:21.641982000 CEST","93.184.220.29","192.168.1.142","80","66"
"505","Oct 22, 2017 12:47:23.162450000 CEST",,,"50048","86"
"506","Oct 22, 2017 12:47:23.168132000 CEST",,,"80","86"
"507","Oct 22, 2017 12:47:23.674457000 CEST",,,"50036","86"
"508","Oct 22, 2017 12:47:23.679057000 CEST",,,"80","86"
"509","Oct 22, 2017 12:47:24.186453000 CEST",,,"50050","86"
"510","Oct 22, 2017 12:47:24.186603000 CEST",,,"50046","86"
"511","Oct 22, 2017 12:47:24.195139000 CEST",,,"80","86"
"512","Oct 22, 2017 12:47:24.195354000 CEST",,,"80","86"
"513","Oct 22, 2017 12:47:24.698460000 CEST",,,"59408","86"
"514","Oct 22, 2017 12:47:24.709366000 CEST",,,"80","86"
"515","Oct 22, 2017 12:47:25.211515000 CEST",,,"59410","86"
"516","Oct 22, 2017 12:47:25.221183000 CEST",,,"80","86"
"517","Oct 22, 2017 12:47:26.234497000 CEST",,,"39104","86"
"518","Oct 22, 2017 12:47:26.249245000 CEST",,,"80","86"
"519","Oct 22, 2017 12:47:27.258491000 CEST",,,"50104","86"
"520","Oct 22, 2017 12:47:27.258577000 CEST",,,"50106","86"
"521","Oct 22, 2017 12:47:27.263328000 CEST",,,"80","86"
"522","Oct 22, 2017 12:47:27.263488000 CEST",,,"80","86"
"523","Oct 22, 2017 12:47:28.794462000 CEST",,,"55062","86"
"524","Oct 22, 2017 12:47:28.794531000 CEST",,,"59412","86"
"525","Oct 22, 2017 12:47:28.794589000 CEST",,,"50210","86"
"526","Oct 22, 2017 12:47:28.794606000 CEST",,,"50208","86"
"527","Oct 22, 2017 12:47:28.801680000 CEST",,,"80","86"
"528","Oct 22, 2017 12:47:28.803656000 CEST",,,"80","86"
"529","Oct 22, 2017 12:47:28.803936000 CEST",,,"80","86"
"530","Oct 22, 2017 12:47:28.809967000 CEST",,,"80","86"
"531","Oct 22, 2017 12:47:29.307468000 CEST",,,"59420","86"
"532","Oct 22, 2017 12:47:29.307527000 CEST",,,"59422","86"
"533","Oct 22, 2017 12:47:29.322022000 CEST",,,"80","86"
"534","Oct 22, 2017 12:47:29.322230000 CEST",,,"80","86"
"535","Oct 22, 2017 12:47:29.818560000 CEST",,,"59406","86"
"536","Oct 22, 2017 12:47:29.829147000 CEST",,,"80","86"
"537","Oct 22, 2017 12:47:30.330693000 CEST","192.168.1.142","2.16.100.137","48012","66"
"538","Oct 22, 2017 12:47:30.330793000 CEST","192.168.1.142","2.16.100.137","48014","66"
"539","Oct 22, 2017 12:47:30.330919000 CEST","192.168.1.142","93.184.220.29","35396","66"
"540","Oct 22, 2017 12:47:30.330997000 CEST","192.168.1.142","52.85.182.125","33936","66"
"541","Oct 22, 2017 12:47:30.335932000 CEST","2.16.100.137","192.168.1.142","80","66"
"542","Oct 22, 2017 12:47:30.337691000 CEST","2.16.100.137","192.168.1.142","80","66"
"543","Oct 22, 2017 12:47:30.346050000 CEST","93.184.220.29","192.168.1.142","80","66"
"544","Oct 22, 2017 12:47:30.346366000 CEST","52.85.182.125","192.168.1.142","80","66"
"545","Oct 22, 2017 12:47:31.866741000 CEST","192.168.1.142","93.184.220.29","35402","66"
"546","Oct 22, 2017 12:47:31.880019000 CEST","93.184.220.29","192.168.1.142","80","66"
"547","Oct 22, 2017 12:47:33.402584000 CEST",,,"50048","86"
"548","Oct 22, 2017 12:47:33.406825000 CEST",,,"80","86"
"549","Oct 22, 2017 12:47:33.914446000 CEST",,,"50036","86"
"550","Oct 22, 2017 12:47:33.918879000 CEST",,,"80","86"
"551","Oct 22, 2017 12:47:34.426456000 CEST",,,"50050","86"
"552","Oct 22, 2017 12:47:34.426543000 CEST",,,"50046","86"
"553","Oct 22, 2017 12:47:34.433183000 CEST",,,"80","86"
"554","Oct 22, 2017 12:47:34.433449000 CEST",,,"80","86"
"555","Oct 22, 2017 12:47:34.938458000 CEST",,,"59408","86"
"556","Oct 22, 2017 12:47:34.949536000 CEST",,,"80","86"
"557","Oct 22, 2017 12:47:35.450466000 CEST",,,"59410","86"
"558","Oct 22, 2017 12:47:35.461334000 CEST",,,"80","86"
"559","Oct 22, 2017 12:47:37.498464000 CEST",,,"50104","86"
"560","Oct 22, 2017 12:47:37.498524000 CEST",,,"50106","86"
"561","Oct 22, 2017 12:47:37.505707000 CEST",,,"80","86"
"562","Oct 22, 2017 12:47:37.506047000 CEST",,,"80","86"
"563","Oct 22, 2017 12:47:39.034504000 CEST",,,"55062","86"
"564","Oct 22, 2017 12:47:39.034566000 CEST",,,"50210","86"
"565","Oct 22, 2017 12:47:39.034607000 CEST",,,"50208","86"
"566","Oct 22, 2017 12:47:39.034645000 CEST",,,"59412","86"
"567","Oct 22, 2017 12:47:39.040311000 CEST",,,"80","86"
"568","Oct 22, 2017 12:47:39.041184000 CEST",,,"80","86"
"569","Oct 22, 2017 12:47:39.041485000 CEST",,,"80","86"
"570","Oct 22, 2017 12:47:39.050065000 CEST",,,"80","86"
"571","Oct 22, 2017 12:47:39.546676000 CEST",,,"59420","86"
"572","Oct 22, 2017 12:47:39.546759000 CEST",,,"59422","86"
"573","Oct 22, 2017 12:47:39.557114000 CEST",,,"80","86"
"574","Oct 22, 2017 12:47:39.557338000 CEST",,,"80","86"
"575","Oct 22, 2017 12:47:40.058481000 CEST",,,"59406","86"
"576","Oct 22, 2017 12:47:40.070563000 CEST",,,"80","86"
"577","Oct 22, 2017 12:47:40.570523000 CEST","192.168.1.142","93.184.220.29","35396","66"
"578","Oct 22, 2017 12:47:40.570575000 CEST","192.168.1.142","52.85.182.125","33936","66"
"579","Oct 22, 2017 12:47:40.570588000 CEST","192.168.1.142","2.16.100.137","48012","66"
"580","Oct 22, 2017 12:47:40.570613000 CEST","192.168.1.142","2.16.100.137","48014","66"
"581","Oct 22, 2017 12:47:40.577620000 CEST","2.16.100.137","192.168.1.142","80","66"
"582","Oct 22, 2017 12:47:40.577872000 CEST","2.16.100.137","192.168.1.142","80","66"
"583","Oct 22, 2017 12:47:40.581339000 CEST","93.184.220.29","192.168.1.142","80","66"
"584","Oct 22, 2017 12:47:40.581469000 CEST","52.85.182.125","192.168.1.142","80","66"
"585","Oct 22, 2017 12:47:42.106818000 CEST","192.168.1.142","93.184.220.29","35402","66"
"586","Oct 22, 2017 12:47:42.117187000 CEST","93.184.220.29","192.168.1.142","80","66"
"587","Oct 22, 2017 12:47:42.791911000 CEST","192.168.1.142","23.211.10.90","38236","74"
"588","Oct 22, 2017 12:47:42.795312000 CEST","23.211.10.90","192.168.1.142","80","74"
"589","Oct 22, 2017 12:47:42.795435000 CEST","192.168.1.142","23.211.10.90","38236","66"
"590","Oct 22, 2017 12:47:42.843614000 CEST","192.168.1.142","23.211.10.90","38236","1487"
"591","Oct 22, 2017 12:47:42.851856000 CEST","23.211.10.90","192.168.1.142","80","66"
"592","Oct 22, 2017 12:47:43.499897000 CEST","23.211.10.90","192.168.1.142","80","1506"
"593","Oct 22, 2017 12:47:43.500000000 CEST","192.168.1.142","23.211.10.90","38236","66"
"594","Oct 22, 2017 12:47:43.500086000 CEST","23.211.10.90","192.168.1.142","80","564"
"595","Oct 22, 2017 12:47:43.500144000 CEST","192.168.1.142","23.211.10.90","38236","66"
"596","Oct 22, 2017 12:47:43.501798000 CEST","23.211.10.90","192.168.1.142","80","1506"
"597","Oct 22, 2017 12:47:43.501887000 CEST","192.168.1.142","23.211.10.90","38236","66"
"598","Oct 22, 2017 12:47:43.501944000 CEST","23.211.10.90","192.168.1.142","80","1506"
"599","Oct 22, 2017 12:47:43.501989000 CEST","192.168.1.142","23.211.10.90","38236","66"
"600","Oct 22, 2017 12:47:43.502024000 CEST","23.211.10.90","192.168.1.142","80","1506"
"601","Oct 22, 2017 12:47:43.502066000 CEST","192.168.1.142","23.211.10.90","38236","66"
"602","Oct 22, 2017 12:47:43.502098000 CEST","23.211.10.90","192.168.1.142","80","305"
"603","Oct 22, 2017 12:47:43.502813000 CEST","192.168.1.142","23.211.10.90","38236","66"
"604","Oct 22, 2017 12:47:43.502844000 CEST","23.211.10.90","192.168.1.142","80","1506"
"605","Oct 22, 2017 12:47:43.502946000 CEST","192.168.1.142","23.211.10.90","38236","66"
"606","Oct 22, 2017 12:47:43.502973000 CEST","23.211.10.90","192.168.1.142","80","1506"
"607","Oct 22, 2017 12:47:43.503018000 CEST","192.168.1.142","23.211.10.90","38236","66"
"608","Oct 22, 2017 12:47:43.503049000 CEST","23.211.10.90","192.168.1.142","80","1506"
"609","Oct 22, 2017 12:47:43.503089000 CEST","192.168.1.142","23.211.10.90","38236","66"
"610","Oct 22, 2017 12:47:43.503113000 CEST","23.211.10.90","192.168.1.142","80","1506"
"611","Oct 22, 2017 12:47:43.503155000 CEST","192.168.1.142","23.211.10.90","38236","66"
"612","Oct 22, 2017 12:47:43.503182000 CEST","23.211.10.90","192.168.1.142","80","90"
"613","Oct 22, 2017 12:47:43.503219000 CEST","192.168.1.142","23.211.10.90","38236","66"
"614","Oct 22, 2017 12:47:43.505738000 CEST","23.211.10.90","192.168.1.142","80","1506"
"615","Oct 22, 2017 12:47:43.505835000 CEST","192.168.1.142","23.211.10.90","38236","66"
"616","Oct 22, 2017 12:47:43.506001000 CEST","23.211.10.90","192.168.1.142","80","1506"
"617","Oct 22, 2017 12:47:43.506060000 CEST","192.168.1.142","23.211.10.90","38236","66"
"618","Oct 22, 2017 12:47:43.507150000 CEST","23.211.10.90","192.168.1.142","80","1506"
"619","Oct 22, 2017 12:47:43.507249000 CEST","192.168.1.142","23.211.10.90","38236","66"
"620","Oct 22, 2017 12:47:43.507306000 CEST","23.211.10.90","192.168.1.142","80","1506"
"621","Oct 22, 2017 12:47:43.507356000 CEST","192.168.1.142","23.211.10.90","38236","66"
"622","Oct 22, 2017 12:47:43.507625000 CEST","23.211.10.90","192.168.1.142","80","1506"
"623","Oct 22, 2017 12:47:43.507685000 CEST","192.168.1.142","23.211.10.90","38236","66"
"624","Oct 22, 2017 12:47:43.508059000 CEST","23.211.10.90","192.168.1.142","80","1506"
"625","Oct 22, 2017 12:47:43.508122000 CEST","192.168.1.142","23.211.10.90","38236","66"
"626","Oct 22, 2017 12:47:43.508171000 CEST","23.211.10.90","192.168.1.142","80","1506"
"627","Oct 22, 2017 12:47:43.508222000 CEST","192.168.1.142","23.211.10.90","38236","66"
"628","Oct 22, 2017 12:47:43.508255000 CEST","23.211.10.90","192.168.1.142","80","1506"
"629","Oct 22, 2017 12:47:43.508295000 CEST","192.168.1.142","23.211.10.90","38236","66"
"630","Oct 22, 2017 12:47:43.508949000 CEST","23.211.10.90","192.168.1.142","80","1506"
"631","Oct 22, 2017 12:47:43.509024000 CEST","192.168.1.142","23.211.10.90","38236","66"
"632","Oct 22, 2017 12:47:43.509068000 CEST","23.211.10.90","192.168.1.142","80","1506"
"633","Oct 22, 2017 12:47:43.509113000 CEST","192.168.1.142","23.211.10.90","38236","66"
"634","Oct 22, 2017 12:47:43.509155000 CEST","23.211.10.90","192.168.1.142","80","235"
"635","Oct 22, 2017 12:47:43.509201000 CEST","192.168.1.142","23.211.10.90","38236","66"
"636","Oct 22, 2017 12:47:43.551244000 CEST","192.168.1.142","23.211.10.90","38238","74"
"637","Oct 22, 2017 12:47:43.551720000 CEST","192.168.1.142","23.211.10.90","38240","74"
"638","Oct 22, 2017 12:47:43.552308000 CEST","192.168.1.142","23.211.10.90","38242","74"
"639","Oct 22, 2017 12:47:43.552750000 CEST","192.168.1.142","23.211.10.90","38244","74"
"640","Oct 22, 2017 12:47:43.553327000 CEST","192.168.1.142","23.211.10.90","38246","74"
"641","Oct 22, 2017 12:47:43.557588000 CEST","23.211.10.90","192.168.1.142","80","74"
"642","Oct 22, 2017 12:47:43.557710000 CEST","192.168.1.142","23.211.10.90","38238","66"
"643","Oct 22, 2017 12:47:43.561708000 CEST","192.168.1.142","23.211.10.90","38248","74"
"644","Oct 22, 2017 12:47:43.566639000 CEST","23.211.10.90","192.168.1.142","80","74"
"645","Oct 22, 2017 12:47:43.566740000 CEST","192.168.1.142","23.211.10.90","38240","66"
"646","Oct 22, 2017 12:47:43.570945000 CEST","23.211.10.90","192.168.1.142","80","74"
"647","Oct 22, 2017 12:47:43.571040000 CEST","192.168.1.142","23.211.10.90","38242","66"
"648","Oct 22, 2017 12:47:43.571078000 CEST","23.211.10.90","192.168.1.142","80","74"
"649","Oct 22, 2017 12:47:43.571125000 CEST","192.168.1.142","23.211.10.90","38246","66"
"650","Oct 22, 2017 12:47:43.571152000 CEST","23.211.10.90","192.168.1.142","80","74"
