frame.number,frame.time,ip.src,ip.dst,tcp.port,frame.len
"2062","Oct 22, 2017 12:47:58.245300000 CEST","136.243.49.79","192.168.1.142","80","1506"
"2063","Oct 22, 2017 12:47:58.245368000 CEST","192.168.1.142","136.243.49.79","41132","66"
"2064","Oct 22, 2017 12:47:58.245419000 CEST","136.243.49.79","192.168.1.142","80","1506"
"2065","Oct 22, 2017 12:47:58.245456000 CEST","192.168.1.142","136.243.49.79","41132","66"
"2066","Oct 22, 2017 12:47:58.245485000 CEST","136.243.49.79","192.168.1.142","80","601"
"2067","Oct 22, 2017 12:47:58.245520000 CEST",,,"80","86"
"2068","Oct 22, 2017 12:47:58.245599000 CEST",,,"44886","86"
"2069","Oct 22, 2017 12:47:58.277766000 CEST","192.168.1.142","136.243.49.79","41132","66"
"2070","Oct 22, 2017 12:47:58.298521000 CEST",,,"50046","86"
"2071","Oct 22, 2017 12:47:58.307239000 CEST",,,"80","86"
"2072","Oct 22, 2017 12:47:58.320327000 CEST","136.243.49.79","192.168.1.142","80","66"
"2073","Oct 22, 2017 12:47:58.335805000 CEST","192.168.1.142","136.243.40.159","52572","74"
"2074","Oct 22, 2017 12:47:58.353778000 CEST","136.243.40.159","192.168.1.142","80","74"
"2075","Oct 22, 2017 12:47:58.353894000 CEST","192.168.1.142","136.243.40.159","52572","66"
"2076","Oct 22, 2017 12:47:58.354836000 CEST","192.168.1.142","136.243.40.159","52572","1514"
"2077","Oct 22, 2017 12:47:58.354860000 CEST","192.168.1.142","136.243.40.159","52572","1514"
"2078","Oct 22, 2017 12:47:58.362479000 CEST","192.168.1.142","193.46.63.64","55070","54"
"2079","Oct 22, 2017 12:47:58.371336000 CEST","192.168.1.142","136.243.40.159","52572","318"
"2080","Oct 22, 2017 12:47:58.388310000 CEST","192.168.1.142","136.243.40.159","52572","1506"
"2081","Oct 22, 2017 12:47:58.388338000 CEST","192.168.1.142","136.243.40.159","52572","1506"
"2082","Oct 22, 2017 12:47:58.388367000 CEST","192.168.1.142","136.243.40.159","52572","82"
"2083","Oct 22, 2017 12:47:58.469316000 CEST","136.243.40.159","192.168.1.142","80","78"
"2084","Oct 22, 2017 12:47:58.490458000 CEST",,,"50210","86"
"2085","Oct 22, 2017 12:47:58.497659000 CEST",,,"80","86"
"2086","Oct 22, 2017 12:47:58.508089000 CEST","136.243.40.159","192.168.1.142","80","78"
"2087","Oct 22, 2017 12:47:58.508310000 CEST","136.243.40.159","192.168.1.142","80","78"
"2088","Oct 22, 2017 12:47:58.508484000 CEST","136.243.40.159","192.168.1.142","80","66"
"2089","Oct 22, 2017 12:47:58.535783000 CEST","136.243.40.159","192.168.1.142","80","1497"
"2090","Oct 22, 2017 12:47:58.535868000 CEST","192.168.1.142","136.243.40.159","52572","66"
"2091","Oct 22, 2017 12:47:58.535943000 CEST","136.243.40.159","192.168.1.142","80","66"
"2092","Oct 22, 2017 12:47:58.571379000 CEST","192.168.1.142","136.243.40.159","52572","66"
"2093","Oct 22, 2017 12:47:58.608314000 CEST",,,"32932","584"
"2094","Oct 22, 2017 12:47:58.630319000 CEST","136.243.40.159","192.168.1.142","80","66"
"2095","Oct 22, 2017 12:47:58.647781000 CEST",,,"80","578"
"2096","Oct 22, 2017 12:47:58.647879000 CEST",,,"32932","86"
"2097","Oct 22, 2017 12:47:58.676218000 CEST",,,"36908","692"
"2098","Oct 22, 2017 12:47:58.684326000 CEST","192.168.1.142","136.243.40.159","52576","74"
"2099","Oct 22, 2017 12:47:58.701210000 CEST","136.243.40.159","192.168.1.142","80","74"
"2100","Oct 22, 2017 12:47:58.701319000 CEST","192.168.1.142","136.243.40.159","52576","66"
"2101","Oct 22, 2017 12:47:58.702045000 CEST","192.168.1.142","136.243.40.159","52576","1506"
"2102","Oct 22, 2017 12:47:58.702073000 CEST","192.168.1.142","136.243.40.159","52576","674"
"2103","Oct 22, 2017 12:47:58.711195000 CEST",,,"80","336"
"2104","Oct 22, 2017 12:47:58.711308000 CEST",,,"36908","86"
"2105","Oct 22, 2017 12:47:58.719157000 CEST","136.243.40.159","192.168.1.142","80","66"
"2106","Oct 22, 2017 12:47:58.719364000 CEST","136.243.40.159","192.168.1.142","80","66"
"2107","Oct 22, 2017 12:47:58.720476000 CEST","136.243.40.159","192.168.1.142","80","1506"
"2108","Oct 22, 2017 12:47:58.720564000 CEST","192.168.1.142","136.243.40.159","52576","66"
"2109","Oct 22, 2017 12:47:58.720635000 CEST","136.243.40.159","192.168.1.142","80","305"
"2110","Oct 22, 2017 12:47:58.720674000 CEST","192.168.1.142","136.243.40.159","52576","66"
"2111","Oct 22, 2017 12:47:58.724038000 CEST","136.243.40.159","192.168.1.142","80","66"
"2112","Oct 22, 2017 12:47:58.764458000 CEST","192.168.1.142","136.243.40.159","52576","66"
"2113","Oct 22, 2017 12:47:58.790442000 CEST","192.168.1.142","136.243.40.159","52576","66"
"2114","Oct 22, 2017 12:47:58.808525000 CEST","136.243.40.159","192.168.1.142","80","66"
"2115","Oct 22, 2017 12:47:59.035137000 CEST","192.168.1.142","93.184.220.29","35402","505"
"2116","Oct 22, 2017 12:47:59.090876000 CEST","192.168.1.142","93.184.220.29","35396","505"
"2117","Oct 22, 2017 12:47:59.097174000 CEST","93.184.220.29","192.168.1.142","80","854"
"2118","Oct 22, 2017 12:47:59.097268000 CEST","192.168.1.142","93.184.220.29","35402","66"
"2119","Oct 22, 2017 12:47:59.116620000 CEST","93.184.220.29","192.168.1.142","80","854"
"2120","Oct 22, 2017 12:47:59.116716000 CEST","192.168.1.142","93.184.220.29","35396","66"
"2121","Oct 22, 2017 12:47:59.130465000 CEST",,,"51554","86"
"2122","Oct 22, 2017 12:47:59.141521000 CEST",,,"80","86"
"2123","Oct 22, 2017 12:47:59.149144000 CEST","188.121.36.239","192.168.1.142","80","54"
"2124","Oct 22, 2017 12:47:59.207584000 CEST","192.168.1.142","93.184.220.29","35396","505"
"2125","Oct 22, 2017 12:47:59.228253000 CEST","192.168.1.142","93.184.220.29","35402","505"
"2126","Oct 22, 2017 12:47:59.240104000 CEST","93.184.220.29","192.168.1.142","80","854"
"2127","Oct 22, 2017 12:47:59.240192000 CEST","192.168.1.142","93.184.220.29","35396","66"
"2128","Oct 22, 2017 12:47:59.284690000 CEST","192.168.1.142","198.47.127.21","44508","54"
"2129","Oct 22, 2017 12:47:59.284825000 CEST",,,"33030","86"
"2130","Oct 22, 2017 12:47:59.286115000 CEST",,,"33026","86"
"2131","Oct 22, 2017 12:47:59.293819000 CEST","93.184.220.29","192.168.1.142","80","854"
"2132","Oct 22, 2017 12:47:59.293919000 CEST","192.168.1.142","93.184.220.29","35402","66"
"2133","Oct 22, 2017 12:47:59.342840000 CEST",,,"58500","94"
"2134","Oct 22, 2017 12:47:59.343018000 CEST",,,"43670","529"
"2135","Oct 22, 2017 12:47:59.343475000 CEST",,,"58502","94"
"2136","Oct 22, 2017 12:47:59.343772000 CEST",,,"58504","94"
"2137","Oct 22, 2017 12:47:59.405567000 CEST","192.168.1.142","54.171.69.62","59682","642"
"2138","Oct 22, 2017 12:47:59.488096000 CEST","93.184.220.29","192.168.1.142","80","854"
"2139","Oct 22, 2017 12:47:59.488183000 CEST","192.168.1.142","93.184.220.29","35402","78"
"2140","Oct 22, 2017 12:47:59.514547000 CEST",,,"55062","86"
"2141","Oct 22, 2017 12:47:59.514625000 CEST",,,"59412","86"
"2142","Oct 22, 2017 12:47:59.514753000 CEST",,,"50208","86"
"2143","Oct 22, 2017 12:47:59.594613000 CEST","192.168.1.142","178.255.83.1","60976","74"
"2144","Oct 22, 2017 12:47:59.595763000 CEST","192.168.1.142","178.255.83.1","60978","74"
"2145","Oct 22, 2017 12:47:59.703426000 CEST","93.184.220.29","192.168.1.142","80","854"
"2146","Oct 22, 2017 12:47:59.703520000 CEST","192.168.1.142","93.184.220.29","35402","78"
"2147","Oct 22, 2017 12:47:59.735060000 CEST",,,"80","86"
"2148","Oct 22, 2017 12:47:59.735143000 CEST",,,"33030","86"
"2149","Oct 22, 2017 12:47:59.748392000 CEST","198.47.127.21","192.168.1.142","80","54"
"2150","Oct 22, 2017 12:47:59.748460000 CEST","192.168.1.142","198.47.127.21","44508","54"
"2151","Oct 22, 2017 12:47:59.761385000 CEST",,,"80","86"
"2152","Oct 22, 2017 12:47:59.761510000 CEST",,,"33026","86"
"2153","Oct 22, 2017 12:47:59.904642000 CEST",,,"80","86"
"2154","Oct 22, 2017 12:47:59.907807000 CEST",,,"80","86"
"2155","Oct 22, 2017 12:47:59.914935000 CEST",,,"80","86"
"2156","Oct 22, 2017 12:47:59.915991000 CEST",,,"80","1294"
"2157","Oct 22, 2017 12:47:59.916078000 CEST",,,"43670","74"
"2158","Oct 22, 2017 12:47:59.916110000 CEST",,,"80","991"
"2159","Oct 22, 2017 12:47:59.916155000 CEST",,,"43670","74"
"2160","Oct 22, 2017 12:47:59.950700000 CEST",,,"50762","94"
"2161","Oct 22, 2017 12:47:59.950859000 CEST",,,"50764","94"
"2162","Oct 22, 2017 12:47:59.951001000 CEST",,,"50766","94"
"2163","Oct 22, 2017 12:47:59.951142000 CEST",,,"50768","94"
"2164","Oct 22, 2017 12:47:59.953509000 CEST",,,"80","94"
"2165","Oct 22, 2017 12:47:59.953624000 CEST",,,"50762","86"
"2166","Oct 22, 2017 12:47:59.956376000 CEST",,,"80","94"
"2167","Oct 22, 2017 12:47:59.956515000 CEST",,,"50768","86"
"2168","Oct 22, 2017 12:47:59.956591000 CEST",,,"80","94"
"2169","Oct 22, 2017 12:47:59.956649000 CEST",,,"50766","86"
"2170","Oct 22, 2017 12:47:59.956681000 CEST",,,"80","94"
"2171","Oct 22, 2017 12:47:59.956735000 CEST",,,"50764","86"
"2172","Oct 22, 2017 12:47:59.969715000 CEST","54.171.69.62","192.168.1.142","80","66"
"2173","Oct 22, 2017 12:47:59.984553000 CEST",,,"80","94"
"2174","Oct 22, 2017 12:47:59.984672000 CEST",,,"58500","86"
"2175","Oct 22, 2017 12:47:59.988360000 CEST",,,"80","94"
"2176","Oct 22, 2017 12:47:59.988496000 CEST",,,"58504","86"
"2177","Oct 22, 2017 12:47:59.989571000 CEST",,,"80","94"
"2178","Oct 22, 2017 12:47:59.989757000 CEST",,,"58502","86"
"2179","Oct 22, 2017 12:47:59.990197000 CEST","178.255.83.1","192.168.1.142","80","74"
"2180","Oct 22, 2017 12:47:59.990283000 CEST","192.168.1.142","178.255.83.1","60978","66"
"2181","Oct 22, 2017 12:47:59.990332000 CEST","178.255.83.1","192.168.1.142","80","74"
"2182","Oct 22, 2017 12:47:59.990377000 CEST","192.168.1.142","178.255.83.1","60976","66"
"2183","Oct 22, 2017 12:48:00.026468000 CEST",,,"59420","86"
"2184","Oct 22, 2017 12:48:00.026531000 CEST",,,"59422","86"
"2185","Oct 22, 2017 12:48:00.027457000 CEST",,,"59406","86"
"2186","Oct 22, 2017 12:48:00.035372000 CEST","193.46.63.64","192.168.1.142","80","54"
"2187","Oct 22, 2017 12:48:00.038069000 CEST",,,"80","86"
"2188","Oct 22, 2017 12:48:00.038657000 CEST",,,"80","86"
"2189","Oct 22, 2017 12:48:00.039208000 CEST",,,"80","86"
"2190","Oct 22, 2017 12:48:00.049996000 CEST","192.168.1.142","193.46.63.64","55074","54"
"2191","Oct 22, 2017 12:48:00.057436000 CEST","193.46.63.64","192.168.1.142","80","54"
"2192","Oct 22, 2017 12:48:00.097592000 CEST","46.228.164.11","192.168.1.142","80","54"
"2193","Oct 22, 2017 12:48:00.130009000 CEST",,,"50762","520"
"2194","Oct 22, 2017 12:48:00.136132000 CEST",,,"80","86"
"2195","Oct 22, 2017 12:48:00.136387000 CEST",,,"80","1506"
"2196","Oct 22, 2017 12:48:00.136467000 CEST",,,"50762","86"
"2197","Oct 22, 2017 12:48:00.136545000 CEST",,,"80","447"
"2198","Oct 22, 2017 12:48:00.136588000 CEST",,,"50762","86"
"2199","Oct 22, 2017 12:48:00.136638000 CEST",,,"58500","525"
"2200","Oct 22, 2017 12:48:00.136764000 CEST",,,"58502","525"
"2201","Oct 22, 2017 12:48:00.138470000 CEST","192.168.1.142","46.228.164.11","36340","54"
"2202","Oct 22, 2017 12:48:00.167163000 CEST","77.238.185.35","192.168.1.142","80","66"
"2203","Oct 22, 2017 12:48:00.207486000 CEST","192.168.1.142","77.238.185.35","44384","66"
"2204","Oct 22, 2017 12:48:00.228670000 CEST",,,"80","86"
"2205","Oct 22, 2017 12:48:00.229167000 CEST",,,"50768","520"
"2206","Oct 22, 2017 12:48:00.230260000 CEST",,,"80","86"
"2207","Oct 22, 2017 12:48:00.230527000 CEST",,,"80","945"
"2208","Oct 22, 2017 12:48:00.230596000 CEST",,,"58500","86"
"2209","Oct 22, 2017 12:48:00.230804000 CEST",,,"80","945"
"2210","Oct 22, 2017 12:48:00.230860000 CEST",,,"58502","86"
"2211","Oct 22, 2017 12:48:00.230891000 CEST",,,"80","86"
"2212","Oct 22, 2017 12:48:00.230931000 CEST",,,"80","86"
"2213","Oct 22, 2017 12:48:00.233287000 CEST",,,"80","86"
"2214","Oct 22, 2017 12:48:00.237250000 CEST",,,"80","1506"
"2215","Oct 22, 2017 12:48:00.237359000 CEST",,,"50768","86"
"2216","Oct 22, 2017 12:48:00.237459000 CEST",,,"80","447"
"2217","Oct 22, 2017 12:48:00.237501000 CEST",,,"50768","86"
"2218","Oct 22, 2017 12:48:00.271458000 CEST",,,"58502","86"
"2219","Oct 22, 2017 12:48:00.271519000 CEST",,,"58500","86"
"2220","Oct 22, 2017 12:48:00.282787000 CEST","192.168.1.142","46.228.164.11","36340","54"
"2221","Oct 22, 2017 12:48:00.295719000 CEST","46.228.164.11","192.168.1.142","80","54"
"2222","Oct 22, 2017 12:48:00.386472000 CEST",,,"32942","86"
"2223","Oct 22, 2017 12:48:00.394512000 CEST",,,"80","86"
"2224","Oct 22, 2017 12:48:00.459030000 CEST","192.168.1.142","77.238.185.35","44384","66"
"2225","Oct 22, 2017 12:48:00.459149000 CEST","192.168.1.142","172.217.16.194","42588","66"
"2226","Oct 22, 2017 12:48:00.459223000 CEST","192.168.1.142","204.79.197.200","49602","66"
"2227","Oct 22, 2017 12:48:00.463091000 CEST","192.168.1.142","178.250.2.76","35350","66"
"2228","Oct 22, 2017 12:48:00.469996000 CEST","172.217.16.194","192.168.1.142","80","66"
"2229","Oct 22, 2017 12:48:00.470107000 CEST","192.168.1.142","172.217.16.194","42588","66"
"2230","Oct 22, 2017 12:48:00.471241000 CEST","204.79.197.200","192.168.1.142","80","66"
"2231","Oct 22, 2017 12:48:00.471386000 CEST","204.79.197.200","192.168.1.142","80","54"
"2232","Oct 22, 2017 12:48:00.475690000 CEST","178.250.2.76","192.168.1.142","80","66"
"2233","Oct 22, 2017 12:48:00.476466000 CEST","178.250.2.76","192.168.1.142","80","66"
"2234","Oct 22, 2017 12:48:00.476553000 CEST","192.168.1.142","178.250.2.76","35350","66"
"2235","Oct 22, 2017 12:48:00.494703000 CEST","77.238.185.35","192.168.1.142","80","66"
"2236","Oct 22, 2017 12:48:00.538510000 CEST",,,"36906","86"
"2237","Oct 22, 2017 12:48:00.561227000 CEST",,,"80","86"
"2238","Oct 22, 2017 12:48:00.589873000 CEST",,,"58500","86"
"2239","Oct 22, 2017 12:48:00.599459000 CEST","192.168.1.142","195.93.42.23","34468","54"
"2240","Oct 22, 2017 12:48:00.608768000 CEST","195.93.42.23","192.168.1.142","80","54"
"2241","Oct 22, 2017 12:48:00.609597000 CEST",,,"58502","86"
"2242","Oct 22, 2017 12:48:00.643121000 CEST","54.171.69.62","192.168.1.142","80","1126"
"2243","Oct 22, 2017 12:48:00.643183000 CEST","192.168.1.142","54.171.69.62","59682","66"
"2244","Oct 22, 2017 12:48:00.690446000 CEST",,,"80","86"
"2245","Oct 22, 2017 12:48:00.700091000 CEST",,,"80","86"
"2246","Oct 22, 2017 12:48:01.000759000 CEST",,,"80","94"
"2247","Oct 22, 2017 12:48:01.000851000 CEST",,,"58504","86"
"2248","Oct 22, 2017 12:48:01.018996000 CEST","178.255.83.1","192.168.1.142","80","74"
"2249","Oct 22, 2017 12:48:01.019082000 CEST","192.168.1.142","178.255.83.1","60976","66"
"2250","Oct 22, 2017 12:48:01.050463000 CEST","192.168.1.142","2.16.100.137","48012","66"
"2251","Oct 22, 2017 12:48:01.050508000 CEST","192.168.1.142","178.250.2.89","37658","66"
"2252","Oct 22, 2017 12:48:01.050607000 CEST","192.168.1.142","52.85.182.125","33936","66"
"2253","Oct 22, 2017 12:48:01.050626000 CEST","192.168.1.142","2.16.100.176","33314","66"
"2254","Oct 22, 2017 12:48:01.050645000 CEST","192.168.1.142","173.241.240.220","60644","54"
"2255","Oct 22, 2017 12:48:01.050670000 CEST","192.168.1.142","2.16.100.137","48014","66"
"2256","Oct 22, 2017 12:48:01.056246000 CEST","2.16.100.137","192.168.1.142","80","66"
"2257","Oct 22, 2017 12:48:01.060569000 CEST","2.16.100.137","192.168.1.142","80","66"
"2258","Oct 22, 2017 12:48:01.061045000 CEST","2.16.100.176","192.168.1.142","80","66"
"2259","Oct 22, 2017 12:48:01.066451000 CEST","173.241.240.220","192.168.1.142","80","54"
"2260","Oct 22, 2017 12:48:01.066557000 CEST","178.250.2.89","192.168.1.142","80","66"
"2261","Oct 22, 2017 12:48:01.067634000 CEST","192.168.1.142","185.19.219.27","37662","74"
"2262","Oct 22, 2017 12:48:01.067837000 CEST","192.168.1.142","185.19.219.27","37664","74"
"2263","Oct 22, 2017 12:48:01.069297000 CEST","52.85.182.125","192.168.1.142","80","66"
"2264","Oct 22, 2017 12:48:01.094858000 CEST","185.19.219.27","192.168.1.142","80","74"
"2265","Oct 22, 2017 12:48:01.094973000 CEST","192.168.1.142","185.19.219.27","37662","66"
"2266","Oct 22, 2017 12:48:01.095444000 CEST","185.19.219.27","192.168.1.142","80","74"
"2267","Oct 22, 2017 12:48:01.095529000 CEST","192.168.1.142","185.19.219.27","37664","66"
"2268","Oct 22, 2017 12:48:01.097610000 CEST","192.168.1.142","185.19.219.27","37662","575"
"2269","Oct 22, 2017 12:48:01.122706000 CEST","185.19.219.27","192.168.1.142","80","66"
"2270","Oct 22, 2017 12:48:01.126344000 CEST","185.19.219.27","192.168.1.142","80","522"
"2271","Oct 22, 2017 12:48:01.126458000 CEST","192.168.1.142","185.19.219.27","37662","66"
"2272","Oct 22, 2017 12:48:01.218559000 CEST","178.255.83.1","192.168.1.142","80","74"
"2273","Oct 22, 2017 12:48:01.218617000 CEST","192.168.1.142","178.255.83.1","60978","66"
"2274","Oct 22, 2017 12:48:01.460007000 CEST","192.168.1.142","37.252.172.27","55164","66"
"2275","Oct 22, 2017 12:48:01.461009000 CEST","192.168.1.142","37.187.86.42","58666","66"
"2276","Oct 22, 2017 12:48:01.472035000 CEST","37.252.172.27","192.168.1.142","80","66"
"2277","Oct 22, 2017 12:48:01.472161000 CEST","192.168.1.142","37.252.172.27","55164","66"
"2278","Oct 22, 2017 12:48:01.690452000 CEST","192.168.1.142","37.187.86.42","58666","66"
"2279","Oct 22, 2017 12:48:01.690505000 CEST","192.168.1.142","193.46.63.64","55070","54"
"2280","Oct 22, 2017 12:48:01.754446000 CEST",,,"32940","86"
"2281","Oct 22, 2017 12:48:01.768028000 CEST",,,"80","86"
"2282","Oct 22, 2017 12:48:01.922601000 CEST","192.168.1.142","37.187.86.42","58666","66"
"2283","Oct 22, 2017 12:48:02.074540000 CEST","192.168.1.142","173.241.240.143","42812","54"
"2284","Oct 22, 2017 12:48:02.083425000 CEST","173.241.240.143","192.168.1.142","80","54"
"2285","Oct 22, 2017 12:48:02.378455000 CEST","192.168.1.142","37.187.86.42","58666","66"
"2286","Oct 22, 2017 12:48:02.462493000 CEST","192.168.1.142","198.47.127.27","56520","54"
"2287","Oct 22, 2017 12:48:02.466073000 CEST",,,"32906","998"
"2288","Oct 22, 2017 12:48:02.478283000 CEST","198.47.127.27","192.168.1.142","80","54"
"2289","Oct 22, 2017 12:48:02.478379000 CEST","192.168.1.142","198.47.127.27","56520","54"
"2290","Oct 22, 2017 12:48:02.494134000 CEST",,,"80","528"
"2291","Oct 22, 2017 12:48:02.494260000 CEST",,,"32906","86"
"2292","Oct 22, 2017 12:48:02.506823000 CEST",,,"39104","86"
"2293","Oct 22, 2017 12:48:02.520969000 CEST",,,"80","86"
"2294","Oct 22, 2017 12:48:02.546563000 CEST",,,"39878","94"
"2295","Oct 22, 2017 12:48:02.549566000 CEST","185.62.216.24","192.168.1.142","80","54"
"2296","Oct 22, 2017 12:48:02.549980000 CEST","192.168.1.142","185.62.216.24","51974","54"
"2297","Oct 22, 2017 12:48:02.559785000 CEST",,,"80","98"
"2298","Oct 22, 2017 12:48:02.559904000 CEST",,,"39878","86"
"2299","Oct 22, 2017 12:48:02.560199000 CEST",,,"39878","435"
"2300","Oct 22, 2017 12:48:02.576293000 CEST","185.62.216.24","192.168.1.142","80","54"
"2301","Oct 22, 2017 12:48:02.576870000 CEST",,,"80","86"
"2302","Oct 22, 2017 12:48:02.633690000 CEST",,,"80","1506"
"2303","Oct 22, 2017 12:48:02.633798000 CEST",,,"39878","86"
"2304","Oct 22, 2017 12:48:02.634310000 CEST",,,"80","94"
"2305","Oct 22, 2017 12:48:02.634361000 CEST",,,"39878","86"
"2306","Oct 22, 2017 12:48:02.635271000 CEST",,,"80","1506"
"2307","Oct 22, 2017 12:48:02.635357000 CEST",,,"39878","86"
"2308","Oct 22, 2017 12:48:02.635428000 CEST",,,"80","1105"
"2309","Oct 22, 2017 12:48:02.635469000 CEST",,,"39878","86"
"2310","Oct 22, 2017 12:48:02.970469000 CEST",,,"32938","86"
"2311","Oct 22, 2017 12:48:02.986253000 CEST",,,"80","86"
"2312","Oct 22, 2017 12:48:03.094236000 CEST",,,"80","86"
"2313","Oct 22, 2017 12:48:03.094449000 CEST",,,"58504","86"
"2314","Oct 22, 2017 12:48:03.094814000 CEST",,,"58504","86"
"2315","Oct 22, 2017 12:48:03.098460000 CEST",,,"32934","86"
"2316","Oct 22, 2017 12:48:03.106544000 CEST",,,"80","86"
"2317","Oct 22, 2017 12:48:03.110887000 CEST","178.255.83.1","192.168.1.142","80","66"
"2318","Oct 22, 2017 12:48:03.111432000 CEST","192.168.1.142","178.255.83.1","60976","66"
"2319","Oct 22, 2017 12:48:03.148090000 CEST","192.168.1.142","23.211.10.90","38236","1478"
"2320","Oct 22, 2017 12:48:03.154248000 CEST","23.211.10.90","192.168.1.142","80","66"
"2321","Oct 22, 2017 12:48:03.184410000 CEST",,,"80","86"
"2322","Oct 22, 2017 12:48:03.200339000 CEST","178.255.83.1","192.168.1.142","80","66"
"2323","Oct 22, 2017 12:48:03.291502000 CEST","192.168.1.142","37.187.86.42","58666","66"
"2324","Oct 22, 2017 12:48:03.311050000 CEST","178.255.83.1","192.168.1.142","80","66"
"2325","Oct 22, 2017 12:48:03.311443000 CEST","192.168.1.142","178.255.83.1","60978","66"
"2326","Oct 22, 2017 12:48:03.311570000 CEST","192.168.1.142","178.255.83.1","60978","66"
"2327","Oct 22, 2017 12:48:03.398691000 CEST","178.255.83.1","192.168.1.142","80","66"
"2328","Oct 22, 2017 12:48:03.463592000 CEST",,,"43674","74"
"2329","Oct 22, 2017 12:48:03.463741000 CEST","192.168.1.142","23.57.28.112","42264","66"
"2330","Oct 22, 2017 12:48:03.463817000 CEST","192.168.1.142","185.29.135.233","35126","66"
"2331","Oct 22, 2017 12:48:03.463884000 CEST","192.168.1.142","185.62.216.24","51980","54"
"2332","Oct 22, 2017 12:48:03.469861000 CEST","23.57.28.112","192.168.1.142","80","66"
"2333","Oct 22, 2017 12:48:03.469954000 CEST","192.168.1.142","23.57.28.112","42264","66"
"2334","Oct 22, 2017 12:48:03.474745000 CEST",,,"80","74"
"2335","Oct 22, 2017 12:48:03.474853000 CEST",,,"43674","74"
"2336","Oct 22, 2017 12:48:03.483534000 CEST","185.62.216.24","192.168.1.142","80","54"
"2337","Oct 22, 2017 12:48:03.484792000 CEST","185.29.135.233","192.168.1.142","80","66"
"2338","Oct 22, 2017 12:48:03.484878000 CEST","192.168.1.142","185.29.135.233","35126","66"
"2339","Oct 22, 2017 12:48:03.484970000 CEST","185.62.216.24","192.168.1.142","80","54"
"2340","Oct 22, 2017 12:48:03.485024000 CEST","192.168.1.142","185.62.216.24","51980","54"
"2341","Oct 22, 2017 12:48:03.637855000 CEST","23.211.10.90","192.168.1.142","80","1506"
"2342","Oct 22, 2017 12:48:03.637961000 CEST","192.168.1.142","23.211.10.90","38236","66"
"2343","Oct 22, 2017 12:48:03.639909000 CEST","23.211.10.90","192.168.1.142","80","759"
"2344","Oct 22, 2017 12:48:03.639988000 CEST","192.168.1.142","23.211.10.90","38236","66"
"2345","Oct 22, 2017 12:48:03.641581000 CEST","23.211.10.90","192.168.1.142","80","1506"
"2346","Oct 22, 2017 12:48:03.641669000 CEST","192.168.1.142","23.211.10.90","38236","66"
"2347","Oct 22, 2017 12:48:03.646230000 CEST","23.211.10.90","192.168.1.142","80","1506"
"2348","Oct 22, 2017 12:48:03.646332000 CEST","192.168.1.142","23.211.10.90","38236","66"
"2349","Oct 22, 2017 12:48:03.646373000 CEST","23.211.10.90","192.168.1.142","80","1506"
"2350","Oct 22, 2017 12:48:03.646426000 CEST","192.168.1.142","23.211.10.90","38236","66"
"2351","Oct 22, 2017 12:48:03.646448000 CEST","23.211.10.90","192.168.1.142","80","1506"
"2352","Oct 22, 2017 12:48:03.646476000 CEST","192.168.1.142","23.211.10.90","38236","66"
"2353","Oct 22, 2017 12:48:03.646498000 CEST","23.211.10.90","192.168.1.142","80","1506"
"2354","Oct 22, 2017 12:48:03.646530000 CEST","192.168.1.142","23.211.10.90","38236","66"
"2355","Oct 22, 2017 12:48:03.646553000 CEST","23.211.10.90","192.168.1.142","80","1506"
"2356","Oct 22, 2017 12:48:03.646585000 CEST","192.168.1.142","23.211.10.90","38236","66"
"2357","Oct 22, 2017 12:48:03.646605000 CEST","23.211.10.90","192.168.1.142","80","1506"
"2358","Oct 22, 2017 12:48:03.646634000 CEST","192.168.1.142","23.211.10.90","38236","66"
"2359","Oct 22, 2017 12:48:03.646668000 CEST","23.211.10.90","192.168.1.142","80","1506"
"2360","Oct 22, 2017 12:48:03.646699000 CEST","192.168.1.142","23.211.10.90","38236","66"
"2361","Oct 22, 2017 12:48:03.646717000 CEST","23.211.10.90","192.168.1.142","80","1506"
"2362","Oct 22, 2017 12:48:03.646745000 CEST","192.168.1.142","23.211.10.90","38236","66"
"2363","Oct 22, 2017 12:48:03.646766000 CEST","23.211.10.90","192.168.1.142","80","1506"
"2364","Oct 22, 2017 12:48:03.646794000 CEST","192.168.1.142","23.211.10.90","38236","66"
"2365","Oct 22, 2017 12:48:03.646816000 CEST","23.211.10.90","192.168.1.142","80","1506"
"2366","Oct 22, 2017 12:48:03.646846000 CEST","192.168.1.142","23.211.10.90","38236","66"
"2367","Oct 22, 2017 12:48:03.646875000 CEST","23.211.10.90","192.168.1.142","80","1506"
"2368","Oct 22, 2017 12:48:03.646901000 CEST","192.168.1.142","23.211.10.90","38236","66"
"2369","Oct 22, 2017 12:48:03.646924000 CEST","23.211.10.90","192.168.1.142","80","1506"
"2370","Oct 22, 2017 12:48:03.646954000 CEST","192.168.1.142","23.211.10.90","38236","66"
"2371","Oct 22, 2017 12:48:03.646972000 CEST","23.211.10.90","192.168.1.142","80","662"
"2372","Oct 22, 2017 12:48:03.646999000 CEST","192.168.1.142","23.211.10.90","38236","66"
"2373","Oct 22, 2017 12:48:03.647025000 CEST","23.211.10.90","192.168.1.142","80","1506"
"2374","Oct 22, 2017 12:48:03.647055000 CEST","192.168.1.142","23.211.10.90","38236","66"
